Statistical profiling result from nobloq.log, (5187 ticks, 11 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1  100.0%            LazyCompile: ~doWrite /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/readable-stream/lib/_stream_writable.js:404:17
      1    1.8%      LazyCompile: ~_preCompile /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongoose/lib/schema.js:2195:52
      1  100.0%        LazyCompile: ~compile /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongoose/lib/model.js:4751:33
      1  100.0%          LazyCompile: ~Mongoose._model /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongoose/lib/index.js:525:37
      1  100.0%            LazyCompile: ~Mongoose.model /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongoose/lib/index.js:461:36
      1    1.8%      LazyCompile: ~Socket.resume node:net:630:35
      1  100.0%        LazyCompile: ~readStart node:_http_incoming:40:19
      1  100.0%          LazyCompile: ~parserOnMessageComplete node:_http_common:147:33
      1    1.8%      LazyCompile: ~Socket._writeGeneric node:net:769:42
      1  100.0%        LazyCompile: ~Socket._writev node:net:801:36
      1  100.0%          LazyCompile: ~doWrite node:internal/streams/writable:398:17
      1  100.0%            LazyCompile: ~clearBuffer node:internal/streams/writable:529:21
      1    1.8%      LazyCompile: ~ObjectId.auto /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongoose/lib/schema/objectid.js:103:35
      1  100.0%        LazyCompile: ~SchemaType /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongoose/lib/schematype.js:40:20
      1  100.0%          LazyCompile: ~ObjectId /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongoose/lib/schema/objectid.js:26:18
      1  100.0%            LazyCompile: ~Schema.interpretAsType /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongoose/lib/schema.js:908:44
      1    1.8%      LazyCompile: ~ObjectId /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/bson/lib/objectid.js:23:22
      1  100.0%        LazyCompile: ~deserializeObject /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/bson/lib/parser/deserializer.js:65:27
      1  100.0%          LazyCompile: ~deserializeObject /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/bson/lib/parser/deserializer.js:65:27
      1  100.0%            LazyCompile: ~deserialize /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/bson/lib/parser/deserializer.js:36:21
      1    1.8%      LazyCompile: ~NativeConnection /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongoose/lib/drivers/node-mongodb-native/connection.js:19:26
      1  100.0%        LazyCompile: ~Mongoose.createConnection /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongoose/lib/index.js:264:47
      1  100.0%          LazyCompile: ~Mongoose /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongoose/lib/index.js:60:18
      1  100.0%            Function: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongoose/lib/index.js:1:1
      1    1.8%      LazyCompile: ~Long.comp /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/bson/lib/long.js:311:36
      1  100.0%        LazyCompile: ~Long.lessThanOrEqual /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/bson/lib/long.js:516:47
      1  100.0%          LazyCompile: ~deserializeObject /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/bson/lib/parser/deserializer.js:65:27
      1  100.0%            LazyCompile: ~deserializeObject /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/bson/lib/parser/deserializer.js:65:27
      1    1.8%      LazyCompile: ~Faker /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/faker/lib/index.js:24:16
      1  100.0%        Function: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/faker/index.js:1:1
      1  100.0%          Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
      1  100.0%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
      1    1.8%      LazyCompile: ~Bitfield /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/sparse-bitfield/index.js:5:19
      1  100.0%        LazyCompile: ~Bitfield /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/sparse-bitfield/index.js:5:19
      1  100.0%          LazyCompile: ~read /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/saslprep/lib/memory-code-points.js:15:14
      1  100.0%            Function: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/saslprep/lib/memory-code-points.js:1:1
      1    1.8%      LazyCompile: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/operations/execute_operation.js:17:48
      1  100.0%        LazyCompile: ~maybePromise /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/utils.js:482:22
      1  100.0%          LazyCompile: ~executeOperation /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/operations/execute_operation.js:12:26
      1  100.0%            LazyCompile: ~createCollection /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/db.js:143:21
      1    1.8%      LazyCompile: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/connection_string.js:1023:10
      1  100.0%        t std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >::push_back(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >&&)
      1  100.0%          Function: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/connection_string.js:1:1
      1  100.0%            Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
      1    1.8%      LazyCompile: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/node_modules/toidentifier/index.js:25:19
      1  100.0%        t std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >::push_back(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >&&)
      1  100.0%          LazyCompile: ~toIdentifier /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/node_modules/toidentifier/index.js:22:23
      1  100.0%            LazyCompile: ~forEachCode /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/node_modules/http-errors/index.js:243:38
      1    1.8%      LazyCompile: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/dist/daos/MongoDbDao.js:4:46
      1  100.0%        t std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >::push_back(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >&&)
      1  100.0%          LazyCompile: ~__awaiter /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/dist/daos/MongoDbDao.js:2:54
      1  100.0%            LazyCompile: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/dist/daos/MongoDbDao.js:50:19
      1    1.8%      Function: ~<anonymous> node:internal/fs/promises:1:1
      1  100.0%        LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%          LazyCompile: ~nativeModuleRequire node:internal/bootstrap/loaders:332:29
      1  100.0%            Function: ~<anonymous> node:internal/modules/esm/get_source:1:1
      1    1.8%      Function: ~<anonymous> node:internal/crypto/util:1:1
      1  100.0%        Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%          Function: ^nativeModuleRequire node:internal/bootstrap/loaders:332:29
      1  100.0%            Function: ~<anonymous> node:internal/crypto/pbkdf2:1:1
      1    1.8%      Function: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/lib/request.js:1:1
      1  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
      1  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
      1  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
      1    1.8%      Function: ^validateNumber node:internal/validators:122:24
      1  100.0%        Function: ^getTimerDuration node:internal/timers:383:26
      1  100.0%          Function: ^setStreamTimeout node:internal/stream_base_commons:254:26
      1  100.0%            Function: ^resOnFinish node:_http_server:788:21
      1    1.8%      Function: ^toNamespacedPath node:path:1266:19
      1  100.0%        Function: ^stat node:fs:1452:14
      1  100.0%          Function: ^sendFile /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/send/index.js:716:51
      1  100.0%            Function: ^pipe /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/send/index.js:510:43
      1    1.8%      Function: ^forEachCode /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/node_modules/http-errors/index.js:243:38
      1  100.0%        t std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >::push_back(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >&&)
      1  100.0%          LazyCompile: ~populateConstructorExports /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/node_modules/http-errors/index.js:242:37
      1  100.0%            Function: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/node_modules/http-errors/index.js:1:1
     26   28.3%    LazyCompile: *compileFunction node:vm:308:25
     16   61.5%      LazyCompile: *Module._compile node:internal/modules/cjs/loader:1055:37
     16  100.0%        Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
     16  100.0%          LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
     14   87.5%            LazyCompile: *Module.require node:internal/modules/cjs/loader:997:36
      2   12.5%            Function: ^Module.require node:internal/modules/cjs/loader:997:36
     10   38.5%      Function: ^wrapSafe node:internal/modules/cjs/loader:1017:18
     10  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
     10  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
     10  100.0%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24

     87    1.7%  /usr/lib/system/libsystem_c.dylib
     42   48.3%    LazyCompile: *compileFunction node:vm:308:25
     28   66.7%      LazyCompile: *Module._compile node:internal/modules/cjs/loader:1055:37
     28  100.0%        Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
     28  100.0%          LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
     22   78.6%            LazyCompile: *Module.require node:internal/modules/cjs/loader:997:36
      6   21.4%            Function: ^Module.require node:internal/modules/cjs/loader:997:36
     14   33.3%      Function: ^wrapSafe node:internal/modules/cjs/loader:1017:18
     14  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
     14  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
     14  100.0%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
     41   47.1%    t std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >::push_back(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >&&)
      5   12.2%      t std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >::push_back(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >&&)
      1   20.0%        LazyCompile: ~callSiteToString /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/depd/lib/compat/index.js:21:76
      1  100.0%          LazyCompile: ~get /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/depd/lib/compat/index.js:54:16
      1  100.0%            Function: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/depd/index.js:1:1
      1   20.0%        LazyCompile: ~applyQueryMiddleware /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongoose/lib/helpers/query/applyQueryMiddleware.js:26:30
      1  100.0%          LazyCompile: ~compile /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongoose/lib/model.js:4751:33
      1  100.0%            LazyCompile: ~Mongoose._model /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongoose/lib/index.js:525:37
      1   20.0%        LazyCompile: ~Connection.openUri /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongoose/lib/connection.js:670:40
      1  100.0%          LazyCompile: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongoose/lib/index.js:331:49
      1  100.0%            LazyCompile: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongoose/lib/helpers/promiseOrCallback.js:31:22
      1   20.0%        Function: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongoose/lib/browserDocument.js:1:1
      1  100.0%          Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
      1  100.0%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
      1   20.0%        Function: ^parseTemplateText /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/ejs/lib/ejs.js:749:31
      1  100.0%          Function: ^generateSource /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/ejs/lib/ejs.js:709:28
      1  100.0%            Function: ^compile /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/ejs/lib/ejs.js:569:21
      5   12.2%      LazyCompile: ~toRealPath node:internal/modules/cjs/loader:393:20
      5  100.0%        LazyCompile: ~Module._findPath node:internal/modules/cjs/loader:494:28
      5  100.0%          LazyCompile: ~resolveMainPath node:internal/modules/run_main:11:25
      5  100.0%            LazyCompile: ~executeUserEntryPoint node:internal/modules/run_main:74:31
      2    4.9%      Function: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/whatwg-url/lib/encoding.js:1:1
      2  100.0%        Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
      2  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
      2  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:969:33
      1    2.4%      LazyCompile: ~setupWarningHandler node:internal/bootstrap/pre_execution:142:29
      1  100.0%        LazyCompile: ~prepareMainThreadExecution node:internal/bootstrap/pre_execution:23:36
      1  100.0%          Function: ~<anonymous> node:internal/main/run_main_module:1:1
      1    2.4%      LazyCompile: ~read /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/saslprep/lib/memory-code-points.js:15:14
      1  100.0%        Function: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/saslprep/lib/memory-code-points.js:1:1
      1  100.0%          Function: ^Module._compile node:internal/modules/cjs/loader:1055:37
      1  100.0%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1110:37
      1    2.4%      LazyCompile: ~preferredEncodings /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/negotiator/lib/encoding.js:138:28
      1  100.0%        LazyCompile: ~encodings /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/negotiator/index.js:55:52
      1  100.0%          LazyCompile: ~Accepts.encoding.Accepts.encodings /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/accepts/index.js:127:40
      1  100.0%            LazyCompile: ~onResponseHeaders /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/compression/index.js:140:47
      1    2.4%      LazyCompile: ~pki.privateKeyFromAsn1 /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/node-forge/lib/rsa.js:1285:34
      1  100.0%        LazyCompile: ~pki.privateKeyFromPem /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/node-forge/lib/pki.js:51:33
      1  100.0%          LazyCompile: ~ServiceAccount /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/firebase-admin/lib/app/credential-internal.js:117:28
      1  100.0%            LazyCompile: ~ServiceAccount.fromPath /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/firebase-admin/lib/app/credential-internal.js:146:40
      1    2.4%      LazyCompile: ~parseurl /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/parseurl/index.js:35:19
      1  100.0%        LazyCompile: ~getPathname /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/lib/router/index.js:526:21
      1  100.0%          LazyCompile: ~next /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/lib/router/index.js:176:16
      1  100.0%            LazyCompile: ~handle /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/express/lib/router/index.js:136:31
      1    2.4%      LazyCompile: ~openSync node:fs:576:18
      1  100.0%        LazyCompile: ~readFileSync node:fs:450:22
      1  100.0%          LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1110:37
      1  100.0%            LazyCompile: ~Module.load node:internal/modules/cjs/loader:969:33
      1    2.4%      LazyCompile: ~init /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/engine.io/build/server.js:282:9
      1  100.0%        LazyCompile: ~BaseServer /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/engine.io/build/server.js:21:16
      1  100.0%          LazyCompile: ~Server /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/engine.io/build/server.js:276:1
      1  100.0%            LazyCompile: ~attach /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/engine.io/build/engine.io.js:51:16
      1    2.4%      LazyCompile: ~immediate /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongoose/lib/helpers/immediate.js:12:36
      1  100.0%        LazyCompile: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongoose/lib/connection.js:566:34
      1  100.0%          LazyCompile: ~promiseOrCallback /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongoose/lib/helpers/promiseOrCallback.js:8:44
      1  100.0%            LazyCompile: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongoose/lib/connection.js:558:18
      1    2.4%      LazyCompile: ~get pathname /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/whatwg-url/lib/URL.js:321:17
      1  100.0%        LazyCompile: ~ConnectionString /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb-connection-string-url/lib/index.js:64:16
      1  100.0%          LazyCompile: ~parseOptions /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/connection_string.js:208:22
      1  100.0%            LazyCompile: ~MongoClient /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/mongo_client.js:60:16
      1    2.4%      LazyCompile: ~exports.create /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/whatwg-url/lib/URLSearchParams.js:50:18
      1  100.0%        LazyCompile: ~exports.createImpl /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/whatwg-url/lib/URLSearchParams.js:55:22
      1  100.0%          LazyCompile: ~URLImpl /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/whatwg-url/lib/URL-impl.js:7:14
      1  100.0%            LazyCompile: ~exports.setup /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/whatwg-url/lib/URL.js:49:17
      1    2.4%      LazyCompile: ~error /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/send/index.js:267:45
      1  100.0%        LazyCompile: ~onStatError /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/send/index.js:416:57
      1  100.0%          LazyCompile: ~next /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/send/index.js:732:17
      1  100.0%            LazyCompile: ~onstat /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/send/index.js:721:33
      1    2.4%      LazyCompile: ~deserializeObject /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/bson/lib/parser/deserializer.js:65:27
      1  100.0%        LazyCompile: ~deserialize /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/bson/lib/parser/deserializer.js:36:21
      1  100.0%          LazyCompile: ~deserialize /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/bson/lib/bson.js:162:21
      1  100.0%            LazyCompile: ~parse /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/cmap/commands.js:577:10
      1    2.4%      LazyCompile: ~createWritableStdioStream node:internal/bootstrap/switches/is_main_thread:41:35
      1  100.0%        LazyCompile: ~getStderr node:internal/bootstrap/switches/is_main_thread:133:19
      1  100.0%          Function: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/finalhandler/node_modules/debug/src/node.js:1:1
      1  100.0%            LazyCompile: ~Module._compile node:internal/modules/cjs/loader:1055:37
      1    2.4%      LazyCompile: ~createTopology /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/operations/connect.js:53:24
      1  100.0%        LazyCompile: ~connect /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/operations/connect.js:17:17
      1  100.0%          LazyCompile: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/mongo_client.js:126:52
      1  100.0%            LazyCompile: ~maybePromise /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/utils.js:482:22
      1    2.4%      LazyCompile: ~connect /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/sdam/topology.js:189:12
      1  100.0%        LazyCompile: ~createTopology /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/operations/connect.js:53:24
      1  100.0%          LazyCompile: ~connect /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/operations/connect.js:17:17
      1  100.0%            LazyCompile: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/mongo_client.js:126:52
      1    2.4%      LazyCompile: ~compile /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/ejs/lib/ejs.js:379:35
      1  100.0%        LazyCompile: ~handleCache /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/ejs/lib/ejs.js:208:21
      1  100.0%          LazyCompile: ~tryHandleCache /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/ejs/lib/ejs.js:252:24
      1  100.0%            LazyCompile: ~exports.renderFile /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/ejs/lib/ejs.js:439:31
      1    2.4%      LazyCompile: ~command /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/sdam/server.js:133:12
      1  100.0%        LazyCompile: ~executeCommand /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/operations/command.js:49:19
      1  100.0%          LazyCompile: ~execute /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/operations/create_collection.js:36:12
      1  100.0%            LazyCompile: ~<anonymous> /Users/cristianmarcos/Dropbox/Web Development/Coder House/Back-end/Desafios/Proyecto Final/node_modules/mongodb/lib/operations/execute_operation.js:148:61
